Time	,	Pressure	,
2022_October_20_16:54.26	,		0.125660
2022_October_20_16:54.27	,		0.125660
2022_October_20_16:54.28	,		0.125151
2022_October_20_16:54.29	,		0.125660
2022_October_20_16:54.30	,		0.125660
2022_October_20_16:54.31	,		0.125660
2022_October_20_16:54.32	,		0.125660
2022_October_20_16:54.33	,		0.125151
2022_October_20_16:54.34	,		0.125660
2022_October_20_16:54.35	,		0.125660
2022_October_20_16:54.36	,		0.125660
2022_October_20_16:54.37	,		0.125660
2022_October_20_16:54.38	,		0.125151
2022_October_20_16:54.39	,		0.125660
