Time	,	Pressure	,
2022_October_26_10:42.09	,		-0.000077
2022_October_26_10:42.10	,		-0.000077
2022_October_26_10:42.11	,		-0.000077
2022_October_26_10:42.12	,		-0.000077
2022_October_26_10:42.13	,		-0.000077
2022_October_26_10:42.14	,		-0.000077
2022_October_26_10:42.15	,		-0.000077
2022_October_26_10:42.16	,		-0.000077
2022_October_26_10:42.17	,		-0.000077
2022_October_26_10:42.18	,		-0.000077
2022_October_26_10:42.19	,		-0.000077
2022_October_26_10:42.20	,		-0.000077
2022_October_26_10:42.21	,		-0.000077
2022_October_26_10:42.22	,		-0.000077
2022_October_26_10:42.23	,		-0.000077
2022_October_26_10:42.24	,		-0.000077
2022_October_26_10:42.25	,		-0.000077
2022_October_26_10:42.26	,		-0.000077
2022_October_26_10:42.27	,		-0.000077
2022_October_26_10:42.28	,		-0.000077
2022_October_26_10:42.29	,		-0.000077
2022_October_26_10:42.30	,		-0.000077
2022_October_26_10:42.31	,		-0.000077
2022_October_26_10:42.32	,		-0.000077
2022_October_26_10:42.33	,		-0.000077
2022_October_26_10:42.34	,		-0.000077
