Time	,	Pressure	,
2022_October_20_16:31.33	,		0.888735
2022_October_20_16:31.34	,		0.888735
2022_October_20_16:31.35	,		0.888735
2022_October_20_16:31.36	,		0.888735
2022_October_20_16:31.37	,		0.888226
2022_October_20_16:31.38	,		0.888735
2022_October_20_16:31.39	,		0.888735
2022_October_20_16:31.40	,		0.888735
2022_October_20_16:31.41	,		0.888735
2022_October_20_16:31.42	,		0.888735
2022_October_20_16:31.43	,		0.888226
2022_October_20_16:31.44	,		0.888735
2022_October_20_16:31.45	,		0.888735
2022_October_20_16:31.46	,		0.888735
2022_October_20_16:31.47	,		0.888735
2022_October_20_16:31.48	,		0.888735
2022_October_20_16:31.49	,		0.888226
2022_October_20_16:31.50	,		0.888735
2022_October_20_16:31.51	,		0.888226
2022_October_20_16:31.52	,		0.888735
2022_October_20_16:31.53	,		0.888735
2022_October_20_16:31.54	,		0.888226
2022_October_20_16:31.55	,		0.888735
2022_October_20_16:31.56	,		0.888735
2022_October_20_16:31.57	,		0.888735
2022_October_20_16:31.58	,		0.888735
2022_October_20_16:31.59	,		0.888735
2022_October_20_16:32.00	,		0.888735
2022_October_20_16:32.01	,		0.888735
2022_October_20_16:32.02	,		0.888735
2022_October_20_16:32.03	,		0.888735
2022_October_20_16:32.04	,		0.888735
2022_October_20_16:32.05	,		0.888735
2022_October_20_16:32.06	,		0.888735
2022_October_20_16:32.07	,		0.888735
2022_October_20_16:32.08	,		0.888735
2022_October_20_16:32.09	,		0.888735
2022_October_20_16:32.10	,		0.888735
