Time	,	Pressure	,
2022_October_20_15:57.32	,		0.873464
2022_October_20_15:57.33	,		0.629626
2022_October_20_15:57.34	,		0.666278
2022_October_20_15:57.35	,		0.238671
2022_October_20_15:57.36	,		0.545122
2022_October_20_15:57.37	,		0.873464
2022_October_20_15:57.38	,		0.887717
2022_October_20_15:57.39	,		0.888735
2022_October_20_15:57.40	,		0.888735
2022_October_20_15:57.41	,		0.888735
2022_October_20_15:57.42	,		0.888735
2022_October_20_15:57.43	,		0.888735
2022_October_20_15:57.44	,		0.888226
2022_October_20_15:57.45	,		0.888735
2022_October_20_15:57.46	,		0.888735
