Time	,	Pressure (bar)	,
16:33:59.4586	,		0.401976
16:33:59.4772	,		0.402027
16:33:59.4976	,		0.401976
16:33:59.5184	,		0.401874
16:33:59.5374	,		0.401950
16:33:59.5579	,		0.401976
16:33:59.5775	,		0.401950
16:33:59.5982	,		0.402001
16:33:59.6177	,		0.402001
16:33:59.6386	,		0.402027
16:33:59.6583	,		0.402001
16:33:59.6783	,		0.402001
16:33:59.6972	,		0.401976
16:33:59.7188	,		0.401976
16:33:59.7387	,		0.401976
16:33:59.7574	,		0.401899
16:33:59.7783	,		0.401925
16:33:59.7982	,		0.401874
16:33:59.8178	,		0.402001
16:33:59.8388	,		0.401976
16:33:59.8579	,		0.402027
16:33:59.9052	,		0.401976
16:33:59.9072	,		0.401925
16:33:59.9169	,		0.401976
16:33:59.9371	,		0.401976
16:33:59.9570	,		0.401976
16:33:59.9779	,		0.401925
16:33:59.9969	,		0.401950
16:34:00.0188	,		0.401976
16:34:00.0377	,		0.402001
16:34:00.0575	,		0.401976
16:34:00.0780	,		0.402001
16:34:00.0980	,		0.401976
16:34:00.1170	,		0.401925
16:34:00.1369	,		0.402001
16:34:00.1578	,		0.401976
16:34:00.1778	,		0.402001
16:34:00.1983	,		0.401925
16:34:00.2168	,		0.401976
16:34:00.2389	,		0.401976
16:34:00.2588	,		0.402001
16:34:00.2777	,		0.402027
16:34:00.2968	,		0.401950
16:34:00.3168	,		0.402078
16:34:00.3378	,		0.402001
16:34:00.3577	,		0.402001
16:34:00.3788	,		0.401976
16:34:00.3987	,		0.401899
16:34:00.4172	,		0.401976
16:34:00.4370	,		0.401950
16:34:00.4580	,		0.401976
16:34:00.4774	,		0.402001
16:34:00.4981	,		0.401976
16:34:00.5185	,		0.402001
16:34:00.5380	,		0.401976
16:34:00.5574	,		0.401874
16:34:00.5777	,		0.401899
16:34:00.5984	,		0.401925
16:34:00.6173	,		0.401976
16:34:00.6373	,		0.401950
16:34:00.6579	,		0.401976
16:34:00.6780	,		0.401925
16:34:00.7074	,		0.401950
16:34:00.7597	,		0.401899
16:34:00.8375	,		0.401976
16:34:00.8387	,		0.401950
16:34:00.8405	,		0.401925
16:34:00.8407	,		0.402001
16:34:00.8407	,		0.402027
16:34:00.8407	,		0.401976
16:34:00.8585	,		0.401976
16:34:00.8776	,		0.402027
16:34:00.8973	,		0.401899
16:34:00.9168	,		0.401950
16:34:00.9671	,		0.402052
16:34:00.9688	,		0.402027
16:34:00.9768	,		0.401925
16:34:00.9972	,		0.402027
16:34:01.0172	,		0.401976
16:34:01.0387	,		0.401823
16:34:01.0577	,		0.402001
16:34:01.0771	,		0.402052
16:34:01.0977	,		0.402027
16:34:01.1173	,		0.402027
16:34:01.1382	,		0.401925
16:34:01.1581	,		0.402078
16:34:01.1778	,		0.402001
16:34:01.1978	,		0.401925
16:34:01.2173	,		0.401950
16:34:01.2382	,		0.401899
16:34:01.2571	,		0.401950
16:34:01.2782	,		0.402027
16:34:01.2982	,		0.401976
16:34:01.3176	,		0.401950
16:34:01.3370	,		0.402027
16:34:01.3575	,		0.401976
16:34:01.3775	,		0.401950
16:34:01.3970	,		0.401976
16:34:01.4176	,		0.401976
16:34:01.4385	,		0.401976
16:34:01.4575	,		0.401976
16:34:01.4774	,		0.401950
16:34:01.4980	,		0.402052
16:34:01.5179	,		0.402027
16:34:01.5379	,		0.401976
16:34:01.5579	,		0.401925
16:34:01.5778	,		0.402001
16:34:01.5969	,		0.401950
16:34:01.6175	,		0.402052
16:34:01.6378	,		0.402001
16:34:01.6568	,		0.401925
16:34:01.6778	,		0.402001
16:34:01.6970	,		0.401976
16:34:01.7175	,		0.402001
16:34:01.7384	,		0.401950
16:34:01.7574	,		0.401925
16:34:01.7783	,		0.402027
16:34:01.7976	,		0.401950
16:34:01.8175	,		0.402052
16:34:01.8375	,		0.401950
16:34:01.8584	,		0.401976
16:34:01.8784	,		0.401950
16:34:01.8983	,		0.402027
16:34:01.9182	,		0.401950
16:34:01.9371	,		0.402027
16:34:01.9571	,		0.401950
16:34:01.9781	,		0.401899
16:34:01.9982	,		0.402001
16:34:02.0181	,		0.402001
16:34:02.0385	,		0.402027
16:34:02.0585	,		0.401950
16:34:02.0785	,		0.401976
16:34:02.0974	,		0.401950
16:34:02.1174	,		0.401976
16:34:02.1373	,		0.401925
16:34:02.1572	,		0.401976
16:34:02.1776	,		0.402001
16:34:02.1975	,		0.401976
16:34:02.2175	,		0.402001
16:34:02.2383	,		0.402027
16:34:02.2583	,		0.401925
16:34:02.2772	,		0.401874
16:34:02.2977	,		0.402027
16:34:02.3177	,		0.401874
16:34:02.3377	,		0.401950
16:34:02.3576	,		0.401950
16:34:02.3775	,		0.401976
16:34:02.3971	,		0.401976
16:34:02.4180	,		0.401976
16:34:02.4385	,		0.402052
16:34:02.4586	,		0.401950
16:34:02.4771	,		0.402001
16:34:02.4981	,		0.402001
16:34:02.5182	,		0.402027
16:34:02.5370	,		0.402001
16:34:02.5575	,		0.401976
16:34:02.5779	,		0.401950
16:34:02.5976	,		0.402001
16:34:02.6169	,		0.401976
16:34:02.6370	,		0.401925
16:34:02.6568	,		0.401976
16:34:02.6788	,		0.402001
16:34:02.6987	,		0.401976
16:34:02.7180	,		0.402001
16:34:02.7371	,		0.401976
16:34:02.7581	,		0.402027
16:34:02.7780	,		0.401950
16:34:02.7970	,		0.401899
16:34:02.8179	,		0.402027
16:34:02.8378	,		0.401950
16:34:02.8568	,		0.402027
16:34:02.8768	,		0.402001
16:34:02.8987	,		0.402001
16:34:02.9178	,		0.402001
16:34:02.9378	,		0.402001
16:34:02.9585	,		0.402001
16:34:02.9775	,		0.401899
16:34:02.9984	,		0.401976
16:34:03.0184	,		0.402001
16:34:03.0379	,		0.401976
16:34:03.0578	,		0.402001
16:34:03.0768	,		0.402001
16:34:03.0987	,		0.401976
16:34:03.1186	,		0.402027
16:34:03.1383	,		0.402027
16:34:03.1577	,		0.402001
16:34:03.1787	,		0.402001
16:34:03.1986	,		0.401976
16:34:03.2186	,		0.401976
16:34:03.2375	,		0.402052
16:34:03.2575	,		0.402001
16:34:03.2775	,		0.402052
16:34:03.2984	,		0.402052
16:34:03.3183	,		0.402078
16:34:03.3382	,		0.402001
16:34:03.3575	,		0.401950
16:34:03.3775	,		0.402001
16:34:03.3974	,		0.401899
16:34:03.4173	,		0.401976
16:34:03.4465	,		0.402001
16:34:03.4585	,		0.402052
16:34:03.4768	,		0.401950
16:34:03.4968	,		0.401976
16:34:03.5178	,		0.401976
16:34:03.5386	,		0.401976
16:34:03.5575	,		0.401899
16:34:03.5776	,		0.401976
16:34:03.5968	,		0.402001
16:34:03.6178	,		0.402001
16:34:03.6377	,		0.401950
16:34:03.6587	,		0.402027
16:34:03.6786	,		0.401976
16:34:03.6986	,		0.401874
16:34:03.7169	,		0.402001
16:34:03.7378	,		0.401976
16:34:03.7578	,		0.401950
16:34:03.7773	,		0.401899
16:34:03.7981	,		0.402001
16:34:03.8179	,		0.402001
16:34:03.8369	,		0.401976
16:34:03.8569	,		0.401925
16:34:03.8773	,		0.401950
16:34:03.8982	,		0.402052
16:34:03.9170	,		0.401976
16:34:03.9380	,		0.401874
16:34:03.9579	,		0.402001
16:34:03.9769	,		0.402027
16:34:03.9979	,		0.401976
16:34:04.0168	,		0.401950
16:34:04.0371	,		0.402052
16:34:04.0570	,		0.401950
16:34:04.0777	,		0.402001
16:34:04.0987	,		0.401950
16:34:04.1171	,		0.402001
16:34:04.1382	,		0.401976
16:34:04.1571	,		0.402052
16:34:04.1769	,		0.402027
16:34:04.1968	,		0.401899
16:34:04.2168	,		0.402001
16:34:04.2372	,		0.402027
16:34:04.2572	,		0.401976
16:34:04.2777	,		0.402001
16:34:04.2986	,		0.401899
16:34:04.3177	,		0.401976
16:34:04.3385	,		0.402001
16:34:04.3575	,		0.401976
16:34:04.3774	,		0.402001
16:34:04.3970	,		0.401925
16:34:04.4180	,		0.402001
16:34:04.4385	,		0.401976
16:34:04.4574	,		0.402001
16:34:04.4784	,		0.401950
16:34:04.4973	,		0.402052
16:34:04.5173	,		0.401950
16:34:04.5387	,		0.401976
16:34:04.5574	,		0.401874
16:34:04.5784	,		0.401925
16:34:04.5983	,		0.402027
16:34:04.6172	,		0.401950
16:34:04.6385	,		0.401950
16:34:04.6576	,		0.401976
16:34:04.6785	,		0.402001
16:34:04.6985	,		0.401976
16:34:04.7184	,		0.402027
16:34:04.7386	,		0.401950
16:34:04.7576	,		0.401976
16:34:04.7775	,		0.401976
16:34:04.7968	,		0.402001
16:34:04.8178	,		0.401976
16:34:04.8383	,		0.401950
16:34:04.8572	,		0.402001
16:34:04.8783	,		0.402027
16:34:04.8982	,		0.401925
16:34:04.9181	,		0.401874
16:34:04.9387	,		0.401976
16:34:04.9576	,		0.401950
16:34:04.9775	,		0.402052
16:34:04.9985	,		0.402001
16:34:05.0174	,		0.402052
16:34:05.0369	,		0.401950
16:34:05.0569	,		0.401925
16:34:05.0774	,		0.402027
16:34:05.0973	,		0.402052
16:34:05.1173	,		0.401925
16:34:05.1380	,		0.402027
16:34:05.1580	,		0.402027
16:34:05.1779	,		0.401976
16:34:05.1978	,		0.402052
16:34:05.2178	,		0.402027
16:34:05.2373	,		0.401899
16:34:05.2582	,		0.402001
16:34:05.2782	,		0.401950
16:34:05.2971	,		0.402052
16:34:05.3181	,		0.402027
16:34:05.3376	,		0.402001
16:34:05.3576	,		0.401976
16:34:05.3775	,		0.402078
16:34:05.3975	,		0.401976
16:34:05.4184	,		0.401874
16:34:05.4368	,		0.402027
16:34:05.4673	,		0.401950
16:34:05.4773	,		0.402027
16:34:05.4980	,		0.401925
16:34:05.5171	,		0.401950
16:34:05.5380	,		0.401976
16:34:05.5570	,		0.401950
16:34:05.5771	,		0.401899
16:34:05.5982	,		0.401976
16:34:05.6176	,		0.401976
16:34:05.6382	,		0.401976
16:34:05.6581	,		0.401950
16:34:05.6781	,		0.402001
16:34:05.6980	,		0.401950
16:34:05.7168	,		0.401976
16:34:05.7377	,		0.402078
16:34:05.7567	,		0.402001
16:34:05.7786	,		0.401976
16:34:05.7980	,		0.401899
16:34:05.8170	,		0.401925
16:34:05.8369	,		0.401950
16:34:05.8570	,		0.401925
16:34:05.8782	,		0.401874
16:34:05.8982	,		0.402001
16:34:05.9177	,		0.401899
16:34:05.9370	,		0.402001
16:34:05.9572	,		0.401976
16:34:05.9768	,		0.402001
16:34:05.9978	,		0.402001
16:34:06.0172	,		0.401925
16:34:06.0381	,		0.401976
16:34:06.0572	,		0.401976
16:34:06.0770	,		0.401976
16:34:06.0979	,		0.401925
16:34:06.1179	,		0.401899
16:34:06.1378	,		0.402027
16:34:06.1631	,		0.401976
16:34:06.1779	,		0.402027
16:34:06.1978	,		0.402001
16:34:06.2168	,		0.401925
16:34:06.2377	,		0.402001
16:34:06.2576	,		0.401950
16:34:06.2786	,		0.402001
16:34:06.2967	,		0.401950
16:34:06.3244	,		0.402001
16:34:06.3373	,		0.401950
16:34:06.3574	,		0.401950
16:34:06.3772	,		0.402001
16:34:06.3981	,		0.401976
16:34:06.4169	,		0.401976
16:34:06.4381	,		0.401950
16:34:06.4571	,		0.401950
16:34:06.4770	,		0.401925
16:34:06.4979	,		0.402027
16:34:06.5179	,		0.402027
16:34:06.5385	,		0.401950
16:34:06.5584	,		0.402001
16:34:06.5783	,		0.402027
16:34:06.5971	,		0.401925
16:34:06.6175	,		0.402001
16:34:06.6372	,		0.401849
16:34:06.6584	,		0.402027
16:34:06.6777	,		0.401950
16:34:06.6977	,		0.402001
16:34:06.7186	,		0.401976
16:34:06.7383	,		0.401925
16:34:06.7573	,		0.401950
16:34:06.7782	,		0.401976
16:34:06.7982	,		0.401950
16:34:06.8182	,		0.401976
16:34:06.8384	,		0.401976
16:34:06.8578	,		0.401950
16:34:06.8773	,		0.401976
16:34:06.8979	,		0.402027
16:34:06.9174	,		0.401976
16:34:06.9379	,		0.401976
16:34:06.9579	,		0.402027
16:34:06.9778	,		0.402001
16:34:06.9978	,		0.401950
16:34:07.0177	,		0.402001
16:34:07.0370	,		0.402001
16:34:07.0570	,		0.401950
16:34:07.0769	,		0.402001
16:34:07.0968	,		0.401976
16:34:07.1174	,		0.402001
16:34:07.1379	,		0.402001
16:34:07.1570	,		0.401976
16:34:07.1771	,		0.401899
16:34:07.1971	,		0.402001
16:34:07.2181	,		0.401976
16:34:07.2382	,		0.401976
16:34:07.2572	,		0.401976
16:34:07.2781	,		0.402027
16:34:07.2971	,		0.401950
16:34:07.3181	,		0.401976
16:34:07.3379	,		0.401925
16:34:07.3569	,		0.402052
16:34:07.3768	,		0.402052
16:34:07.3967	,		0.401925
16:34:07.4173	,		0.402001
16:34:07.4373	,		0.401950
16:34:07.4572	,		0.401976
16:34:07.4773	,		0.401950
16:34:07.4972	,		0.401925
16:34:07.5281	,		0.401976
16:34:07.5369	,		0.402001
16:34:07.5567	,		0.401925
16:34:07.5777	,		0.402027
16:34:07.5976	,		0.401899
16:34:07.6175	,		0.401950
16:34:07.6368	,		0.402001
16:34:07.6576	,		0.401925
16:34:07.6779	,		0.401874
16:34:07.6979	,		0.401950
16:34:07.7168	,		0.401976
16:34:07.7374	,		0.402001
16:34:07.7583	,		0.402027
16:34:07.7783	,		0.401950
16:34:07.7973	,		0.402027
16:34:07.8173	,		0.401976
16:34:07.8376	,		0.402027
16:34:07.8586	,		0.402001
16:34:07.8785	,		0.401976
16:34:07.8976	,		0.401849
16:34:07.9178	,		0.401925
16:34:07.9378	,		0.401976
16:34:07.9568	,		0.401976
16:34:07.9767	,		0.401874
16:34:07.9982	,		0.402001
16:34:08.0169	,		0.401899
16:34:08.0379	,		0.402001
16:34:08.0568	,		0.402027
16:34:08.0768	,		0.401925
16:34:08.0977	,		0.401976
16:34:08.1172	,		0.401925
16:34:08.1379	,		0.401976
16:34:08.1568	,		0.402052
16:34:08.1782	,		0.401798
16:34:08.1974	,		0.401950
16:34:08.2167	,		0.402027
16:34:08.2378	,		0.402001
16:34:08.2568	,		0.402001
16:34:08.2767	,		0.402052
16:34:08.2981	,		0.401925
16:34:08.3186	,		0.401925
16:34:08.3369	,		0.401925
16:34:08.3570	,		0.402001
16:34:08.3779	,		0.401950
16:34:08.3969	,		0.402001
16:34:08.4170	,		0.401976
16:34:08.4381	,		0.401976
16:34:08.4579	,		0.402027
16:34:08.4768	,		0.402027
16:34:08.4978	,		0.402052
16:34:08.5169	,		0.402001
16:34:08.5371	,		0.402001
16:34:08.5568	,		0.401950
16:34:08.5767	,		0.401950
16:34:08.5976	,		0.402027
16:34:08.6175	,		0.402052
16:34:08.6367	,		0.402001
16:34:08.6567	,		0.401976
16:34:08.6771	,		0.402001
16:34:08.6977	,		0.401950
16:34:08.7168	,		0.401925
16:34:08.7378	,		0.401950
16:34:08.7567	,		0.401925
16:34:08.7777	,		0.401950
16:34:08.7976	,		0.401950
16:34:08.8177	,		0.402001
16:34:08.8378	,		0.401950
16:34:08.8567	,		0.402052
16:34:08.8776	,		0.402001
16:34:08.8968	,		0.401976
16:34:08.9169	,		0.402001
16:34:08.9368	,		0.402001
16:34:08.9941	,		0.402052
16:34:08.9961	,		0.402001
16:34:08.9981	,		0.402027
16:34:09.0182	,		0.402027
16:34:09.0372	,		0.401950
16:34:09.0578	,		0.401925
16:34:09.0777	,		0.401976
16:34:09.0966	,		0.402001
16:34:09.1171	,		0.402027
16:34:09.1371	,		0.401899
16:34:09.1580	,		0.401976
16:34:09.1781	,		0.401976
16:34:09.1970	,		0.402001
16:34:09.2253	,		0.401976
16:34:09.2372	,		0.401899
16:34:09.2582	,		0.402027
16:34:09.2772	,		0.402001
16:34:09.2972	,		0.401976
16:34:09.3181	,		0.401925
16:34:09.3367	,		0.402001
