Time	,	Pressure (bar)	,
11:07:51.0734	,		-0.003317
11:07:51.0942	,		-0.003336
11:07:51.1141	,		-0.003292
11:07:51.1340	,		-0.003241
11:07:51.1689	,		-0.003285
11:07:51.1897	,		-0.003304
11:07:51.2232	,		-0.003247
11:07:51.2253	,		-0.003304
11:07:51.2338	,		-0.003247
11:07:51.2540	,		-0.003292
11:07:51.2740	,		-0.003304
11:07:51.3344	,		-0.003343
11:07:51.3364	,		-0.003304
11:07:51.3364	,		-0.003304
11:07:51.3543	,		-0.003266
11:07:51.3743	,		-0.003304
11:07:51.3932	,		-0.003311
11:07:51.4132	,		-0.003273
11:07:51.4441	,		-0.003273
11:07:51.4642	,		-0.003298
11:07:51.4979	,		-0.003279
11:07:51.4998	,		-0.003324
11:07:51.5147	,		-0.003317
11:07:51.5337	,		-0.003317
11:07:51.5536	,		-0.003285
11:07:51.5746	,		-0.003292
11:07:51.6045	,		-0.003311
11:07:51.6254	,		-0.003317
11:07:51.6593	,		-0.003285
11:07:51.6614	,		-0.003317
11:07:51.6743	,		-0.003279
11:07:51.6943	,		-0.003273
11:07:51.7140	,		-0.003355
11:07:51.7332	,		-0.003273
11:07:51.7651	,		-0.003355
11:07:51.7847	,		-0.003317
11:07:51.8178	,		-0.003317
11:07:51.8198	,		-0.003317
11:07:51.8334	,		-0.003336
11:07:51.8543	,		-0.003298
11:07:51.8746	,		-0.003317
11:07:51.8937	,		-0.003254
11:07:51.9136	,		-0.003247
11:07:51.9346	,		-0.003311
11:07:51.9544	,		-0.003304
11:07:51.9744	,		-0.003279
11:07:51.9940	,		-0.003279
11:07:52.0149	,		-0.003241
11:07:52.0431	,		-0.003304
11:07:52.0538	,		-0.003311
11:07:52.0737	,		-0.003285
11:07:52.0947	,		-0.003292
11:07:52.1146	,		-0.003260
11:07:52.1336	,		-0.003292
11:07:52.1645	,		-0.003273
11:07:52.1846	,		-0.003304
11:07:52.2204	,		-0.003285
11:07:52.2224	,		-0.003304
11:07:52.2346	,		-0.003355
11:07:52.2534	,		-0.003311
11:07:52.2743	,		-0.003324
11:07:52.2943	,		-0.003279
11:07:52.3362	,		-0.003343
11:07:52.3385	,		-0.003292
11:07:52.3535	,		-0.003285
11:07:52.3745	,		-0.003304
11:07:52.3935	,		-0.003317
11:07:52.4134	,		-0.003285
11:07:52.4485	,		-0.003260
11:07:52.4733	,		-0.003292
11:07:52.5040	,		-0.003260
11:07:52.5409	,		-0.003254
11:07:52.5756	,		-0.003336
11:07:52.5777	,		-0.003317
11:07:52.5800	,		-0.003266
11:07:52.5805	,		-0.003311
11:07:52.5945	,		-0.003311
11:07:52.6134	,		-0.003273
11:07:52.6354	,		-0.003317
11:07:52.6543	,		-0.003285
11:07:52.6733	,		-0.003266
11:07:52.8694	,		-0.003336
11:07:52.8714	,		-0.003330
11:07:52.8714	,		-0.003273
11:07:52.8714	,		-0.003273
11:07:52.8714	,		-0.003298
11:07:52.8714	,		-0.003273
11:07:52.8714	,		-0.003273
11:07:52.8714	,		-0.003317
11:07:52.8724	,		-0.003362
11:07:52.8744	,		-0.003311
11:07:52.8932	,		-0.003279
11:07:52.9132	,		-0.003298
11:07:52.9373	,		-0.003254
11:07:52.9534	,		-0.003311
11:07:52.9740	,		-0.003298
11:07:52.9939	,		-0.003254
11:07:53.0149	,		-0.003368
11:07:53.0339	,		-0.003260
11:07:53.0548	,		-0.003292
11:07:53.1050	,		-0.003260
11:07:53.1067	,		-0.003234
11:07:53.1141	,		-0.003311
11:07:53.1350	,		-0.003330
11:07:53.1549	,		-0.003247
11:07:53.1748	,		-0.003311
11:07:53.1933	,		-0.003324
11:07:53.2163	,		-0.003228
11:07:53.2344	,		-0.003285
11:07:53.2532	,		-0.003292
11:07:53.2742	,		-0.003292
11:07:53.3250	,		-0.003311
11:07:53.3278	,		-0.003292
11:07:53.3333	,		-0.003304
11:07:53.3536	,		-0.003298
11:07:53.3783	,		-0.003292
11:07:53.3943	,		-0.003273
11:07:53.4411	,		-0.003292
11:07:53.5030	,		-0.003317
11:07:53.5052	,		-0.003273
11:07:53.5055	,		-0.003273
11:07:53.5055	,		-0.003298
11:07:53.5141	,		-0.003266
11:07:53.5337	,		-0.003279
11:07:53.5576	,		-0.003254
11:07:53.5746	,		-0.003304
11:07:53.6073	,		-0.003266
11:07:53.6340	,		-0.003343
11:07:53.6761	,		-0.003285
11:07:53.6789	,		-0.003330
11:07:53.6789	,		-0.003298
11:07:53.6942	,		-0.003247
11:07:53.7144	,		-0.003330
11:07:53.7336	,		-0.003266
11:07:53.7550	,		-0.003266
11:07:53.7928	,		-0.003304
11:07:53.8158	,		-0.003285
11:07:53.8498	,		-0.003279
11:07:53.8519	,		-0.003336
11:07:53.8535	,		-0.003311
11:07:53.8742	,		-0.003279
11:07:53.8937	,		-0.003311
11:07:53.9147	,		-0.003292
11:07:53.9339	,		-0.003266
11:07:53.9541	,		-0.003343
11:07:53.9735	,		-0.003292
11:07:53.9935	,		-0.003260
11:07:54.0134	,		-0.003266
11:07:54.0433	,		-0.003273
11:07:54.0543	,		-0.003336
11:07:54.0735	,		-0.003254
11:07:54.1466	,		-0.003336
11:07:54.1925	,		-0.003317
11:07:54.1925	,		-0.003254
11:07:54.1946	,		-0.003298
11:07:54.1946	,		-0.003298
11:07:54.1951	,		-0.003285
11:07:54.2145	,		-0.003324
11:07:54.2424	,		-0.003254
11:07:54.2543	,		-0.003292
11:07:54.2742	,		-0.003260
11:07:54.2948	,		-0.003311
11:07:54.3141	,		-0.003273
11:07:54.3350	,		-0.003311
11:07:54.3549	,		-0.003292
11:07:54.3749	,		-0.003311
11:07:54.3939	,		-0.003311
11:07:54.4369	,		-0.003254
11:07:54.4392	,		-0.003336
11:07:54.4548	,		-0.003285
11:07:54.4737	,		-0.003311
11:07:54.4937	,		-0.003298
11:07:54.5355	,		-0.003324
11:07:54.5896	,		-0.003324
11:07:54.5926	,		-0.003292
11:07:54.6086	,		-0.003298
11:07:54.6126	,		-0.003279
11:07:54.6295	,		-0.003311
11:07:54.6345	,		-0.003285
11:07:54.6574	,		-0.003330
11:07:54.6744	,		-0.003336
11:07:54.6936	,		-0.003292
11:07:54.7285	,		-0.003279
11:07:54.7343	,		-0.003336
11:07:54.7534	,		-0.003304
11:07:54.7747	,		-0.003304
11:07:54.7949	,		-0.003279
11:07:54.8138	,		-0.003260
11:07:54.8348	,		-0.003298
11:07:54.8537	,		-0.003336
11:07:54.8869	,		-0.003304
11:07:54.9095	,		-0.003349
11:07:54.9465	,		-0.003298
11:07:54.9485	,		-0.003324
11:07:54.9534	,		-0.003285
11:07:54.9740	,		-0.003330
11:07:54.9943	,		-0.003324
11:07:55.0148	,		-0.003260
11:07:55.0347	,		-0.003292
11:07:55.0547	,		-0.003292
11:07:55.0746	,		-0.003311
11:07:55.0950	,		-0.003362
11:07:55.1149	,		-0.003311
11:07:55.1348	,		-0.003266
11:07:55.1981	,		-0.003298
11:07:55.2003	,		-0.003336
11:07:55.2003	,		-0.003317
11:07:55.2134	,		-0.003298
11:07:55.2503	,		-0.003292
11:07:55.2534	,		-0.003349
11:07:55.2762	,		-0.003304
11:07:55.2932	,		-0.003311
11:07:55.3132	,		-0.003317
11:07:55.3345	,		-0.003292
11:07:55.3533	,		-0.003330
11:07:55.3742	,		-0.003279
11:07:55.3947	,		-0.003317
11:07:55.4289	,		-0.003324
11:07:55.4495	,		-0.003304
11:07:55.4826	,		-0.003298
11:07:55.4848	,		-0.003298
11:07:55.4937	,		-0.003349
11:07:55.5136	,		-0.003273
11:07:55.5336	,		-0.003292
11:07:55.5545	,		-0.003311
11:07:55.5735	,		-0.003298
11:07:55.5941	,		-0.003298
11:07:55.6133	,		-0.003304
11:07:55.6330	,		-0.003292
11:07:55.6540	,		-0.003260
11:07:55.6740	,		-0.003298
11:07:55.6942	,		-0.003304
11:07:55.7261	,		-0.003330
11:07:55.7490	,		-0.003273
11:07:55.7911	,		-0.003336
11:07:55.7933	,		-0.003273
11:07:55.7954	,		-0.003311
11:07:55.8361	,		-0.003247
11:07:55.8388	,		-0.003285
11:07:55.8531	,		-0.003260
11:07:55.9001	,		-0.003304
11:07:55.9362	,		-0.003254
11:07:55.9380	,		-0.003304
11:07:55.9380	,		-0.003336
11:07:55.9540	,		-0.003304
11:07:55.9739	,		-0.003349
11:07:55.9938	,		-0.003292
11:07:56.0133	,		-0.003304
11:07:56.0427	,		-0.003241
11:07:56.0547	,		-0.003292
11:07:56.0737	,		-0.003273
11:07:56.0947	,		-0.003279
11:07:56.1137	,		-0.003311
11:07:56.1346	,		-0.003285
11:07:56.1546	,		-0.003285
11:07:56.1745	,		-0.003317
11:07:56.1945	,		-0.003298
11:07:56.2144	,		-0.003343
11:07:56.2334	,		-0.003298
11:07:56.2533	,		-0.003285
11:07:56.2745	,		-0.003317
11:07:56.2934	,		-0.003324
11:07:56.3143	,		-0.003304
11:07:56.3342	,		-0.003285
11:07:56.3532	,		-0.003362
11:07:56.3903	,		-0.003292
11:07:56.4129	,		-0.003266
11:07:56.4457	,		-0.003343
11:07:56.4479	,		-0.003273
11:07:56.4538	,		-0.003298
11:07:56.4738	,		-0.003330
11:07:56.4938	,		-0.003330
11:07:56.5148	,		-0.003304
11:07:56.5447	,		-0.003317
11:07:56.5636	,		-0.003336
11:07:56.5955	,		-0.003304
11:07:56.5977	,		-0.003330
11:07:56.6135	,		-0.003304
11:07:56.6334	,		-0.003285
11:07:56.6534	,		-0.003260
11:07:56.6743	,		-0.003343
11:07:56.6940	,		-0.003304
11:07:56.7268	,		-0.003355
11:07:56.7487	,		-0.003285
11:07:56.7926	,		-0.003266
11:07:56.7950	,		-0.003304
11:07:56.7955	,		-0.003298
11:07:56.8136	,		-0.003273
11:07:56.8365	,		-0.003330
11:07:56.8545	,		-0.003317
11:07:56.8734	,		-0.003292
11:07:56.9284	,		-0.003285
11:07:56.9306	,		-0.003368
11:07:56.9333	,		-0.003298
11:07:56.9536	,		-0.003317
11:07:56.9731	,		-0.003292
11:07:56.9942	,		-0.003311
11:07:57.0132	,		-0.003273
11:07:57.0336	,		-0.003273
11:07:57.0546	,		-0.003317
11:07:57.0735	,		-0.003279
11:07:57.0935	,		-0.003292
11:07:57.1130	,		-0.003279
11:07:57.1330	,		-0.003273
11:07:57.1668	,		-0.003279
11:07:57.1893	,		-0.003292
11:07:57.2233	,		-0.003292
11:07:57.2253	,		-0.003285
11:07:57.2332	,		-0.003311
11:07:57.2532	,		-0.003362
11:07:57.2731	,		-0.003285
11:07:57.2941	,		-0.003260
11:07:57.3264	,		-0.003311
11:07:57.3467	,		-0.003387
11:07:57.3800	,		-0.003292
11:07:57.3820	,		-0.003324
11:07:57.3930	,		-0.003273
11:07:57.4142	,		-0.003304
11:07:57.4345	,		-0.003292
11:07:57.4544	,		-0.003298
11:07:57.4953	,		-0.003317
11:07:57.4974	,		-0.003254
11:07:57.5132	,		-0.003343
11:07:57.5401	,		-0.003311
11:07:57.5541	,		-0.003304
11:07:57.5731	,		-0.003292
11:07:57.6289	,		-0.003285
11:07:57.6309	,		-0.003317
11:07:57.6349	,		-0.003317
11:07:57.6538	,		-0.003349
11:07:57.6741	,		-0.003330
11:07:57.6937	,		-0.003324
11:07:57.7141	,		-0.003234
11:07:57.7450	,		-0.003362
11:07:57.7655	,		-0.003324
11:07:57.7969	,		-0.003260
11:07:57.7988	,		-0.003311
11:07:57.8147	,		-0.003324
11:07:57.8347	,		-0.003254
11:07:57.8536	,		-0.003317
11:07:57.8746	,		-0.003285
11:07:57.8946	,		-0.003317
11:07:57.9147	,		-0.003292
11:07:57.9335	,		-0.003336
11:07:57.9545	,		-0.003292
11:07:57.9734	,		-0.003279
11:07:58.0030	,		-0.003317
11:07:58.0133	,		-0.003343
11:07:58.0343	,		-0.003254
11:07:58.0532	,		-0.003311
11:07:58.0732	,		-0.003247
11:07:58.0941	,		-0.003349
11:07:58.1136	,		-0.003330
11:07:58.1346	,		-0.003330
11:07:58.1545	,		-0.003228
11:07:58.1745	,		-0.003343
11:07:58.1944	,		-0.003330
11:07:58.2353	,		-0.003362
11:07:58.2373	,		-0.003343
11:07:58.2544	,		-0.003292
11:07:58.2739	,		-0.003292
11:07:58.2949	,		-0.003298
11:07:58.3264	,		-0.003304
11:07:58.3463	,		-0.003292
11:07:58.3782	,		-0.003260
11:07:58.3803	,		-0.003285
11:07:58.3932	,		-0.003285
11:07:58.4338	,		-0.003311
11:07:58.4378	,		-0.003336
11:07:58.4727	,		-0.003324
11:07:58.5153	,		-0.003285
11:07:58.5512	,		-0.003254
11:07:58.5512	,		-0.003273
11:07:58.5531	,		-0.003317
11:07:58.5550	,		-0.003324
11:07:58.5749	,		-0.003292
11:07:58.6034	,		-0.003279
11:07:58.6135	,		-0.003279
11:07:58.6638	,		-0.003285
11:07:58.6661	,		-0.003317
11:07:58.6741	,		-0.003285
11:07:58.6937	,		-0.003324
11:07:58.7137	,		-0.003292
11:07:58.7346	,		-0.003317
11:07:58.7543	,		-0.003330
11:07:58.7745	,		-0.003317
11:07:58.7945	,		-0.003317
11:07:58.8134	,		-0.003304
11:07:58.8334	,		-0.003311
11:07:58.8543	,		-0.003330
11:07:58.8733	,		-0.003317
11:07:58.8932	,		-0.003260
11:07:58.9134	,		-0.003317
11:07:58.9332	,		-0.003317
11:07:58.9542	,		-0.003298
11:07:58.9742	,		-0.003298
11:07:58.9941	,		-0.003292
11:07:59.0139	,		-0.003298
11:07:59.0338	,		-0.003304
11:07:59.0548	,		-0.003285
11:07:59.0731	,		-0.003349
11:07:59.0941	,		-0.003311
11:07:59.1270	,		-0.003362
11:07:59.1479	,		-0.003324
11:07:59.1798	,		-0.003254
11:07:59.1820	,		-0.003298
11:07:59.1939	,		-0.003304
11:07:59.2134	,		-0.003292
11:07:59.2333	,		-0.003343
11:07:59.2533	,		-0.003304
11:07:59.3012	,		-0.003273
11:07:59.3035	,		-0.003273
11:07:59.3144	,		-0.003330
11:07:59.3339	,		-0.003266
11:07:59.3543	,		-0.003241
11:07:59.3873	,		-0.003260
11:07:59.4084	,		-0.003381
11:07:59.4433	,		-0.003292
11:07:59.4454	,		-0.003304
11:07:59.4536	,		-0.003311
11:07:59.4744	,		-0.003317
11:07:59.4933	,		-0.003336
11:07:59.5142	,		-0.003317
11:07:59.5332	,		-0.003285
11:07:59.5702	,		-0.003317
11:07:59.6245	,		-0.003292
11:07:59.6269	,		-0.003324
11:07:59.6275	,		-0.003292
11:07:59.6347	,		-0.003324
11:07:59.6544	,		-0.003247
11:07:59.6734	,		-0.003317
11:07:59.6933	,		-0.003317
11:07:59.7549	,		-0.003311
11:07:59.7572	,		-0.003311
11:07:59.7578	,		-0.003285
11:07:59.7749	,		-0.003324
11:07:59.8090	,		-0.003311
11:07:59.8130	,		-0.003279
11:07:59.8330	,		-0.003324
11:07:59.8549	,		-0.003336
11:07:59.8880	,		-0.003349
11:07:59.9090	,		-0.003324
11:07:59.9439	,		-0.003343
11:07:59.9455	,		-0.003336
11:07:59.9544	,		-0.003330
11:07:59.9744	,		-0.003336
11:07:59.9940	,		-0.003241
11:08:00.0137	,		-0.003343
11:08:00.0333	,		-0.003279
11:08:00.0664	,		-0.003285
11:08:00.0902	,		-0.003343
11:08:00.1277	,		-0.003209
11:08:00.1296	,		-0.003317
11:08:00.1339	,		-0.003292
11:08:00.1534	,		-0.003279
11:08:00.1774	,		-0.003311
11:08:00.1948	,		-0.003273
11:08:00.2443	,		-0.003336
11:08:00.2662	,		-0.003304
11:08:00.2991	,		-0.003336
11:08:00.3013	,		-0.003266
11:08:00.3013	,		-0.003349
11:08:00.3142	,		-0.003292
11:08:00.3461	,		-0.003292
11:08:00.3541	,		-0.003317
11:08:00.3840	,		-0.003247
11:08:00.4081	,		-0.003292
11:08:00.4480	,		-0.003311
11:08:00.4503	,		-0.003330
11:08:00.4540	,		-0.003349
11:08:00.4729	,		-0.003355
11:08:00.4948	,		-0.003292
11:08:00.5143	,		-0.003292
11:08:00.5347	,		-0.003317
11:08:00.5816	,		-0.003336
11:08:00.6045	,		-0.003285
11:08:00.6486	,		-0.003304
11:08:00.6508	,		-0.003298
11:08:00.6508	,		-0.003355
11:08:00.6547	,		-0.003279
11:08:00.6747	,		-0.003336
11:08:00.6967	,		-0.003279
11:08:00.7136	,		-0.003266
11:08:00.7345	,		-0.003336
11:08:00.7535	,		-0.003292
11:08:00.7735	,		-0.003273
11:08:00.7964	,		-0.003317
11:08:00.8453	,		-0.003304
11:08:00.8479	,		-0.003304
11:08:00.8533	,		-0.003298
11:08:00.8732	,		-0.003254
11:08:00.9041	,		-0.003311
11:08:00.9143	,		-0.003234
11:08:00.9709	,		-0.003292
11:08:00.9724	,		-0.003330
11:08:00.9744	,		-0.003343
11:08:00.9933	,		-0.003304
11:08:01.0230	,		-0.003292
11:08:01.0346	,		-0.003336
11:08:01.0785	,		-0.003317
11:08:01.0799	,		-0.003298
11:08:01.0937	,		-0.003311
11:08:01.1145	,		-0.003266
11:08:01.1346	,		-0.003349
11:08:01.1546	,		-0.003336
11:08:01.1745	,		-0.003273
11:08:01.1945	,		-0.003298
11:08:01.2164	,		-0.003317
11:08:01.2334	,		-0.003292
11:08:01.2974	,		-0.003285
11:08:01.2996	,		-0.003317
11:08:01.3002	,		-0.003298
11:08:01.3138	,		-0.003311
11:08:01.3517	,		-0.003285
11:08:01.3546	,		-0.003311
11:08:01.4106	,		-0.003324
11:08:01.4127	,		-0.003260
11:08:01.4147	,		-0.003343
11:08:01.4335	,		-0.003311
11:08:01.4532	,		-0.003304
11:08:01.4731	,		-0.003311
11:08:01.5070	,		-0.003266
11:08:01.5320	,		-0.003298
11:08:01.5710	,		-0.003324
11:08:01.5733	,		-0.003254
11:08:01.5753	,		-0.003330
11:08:01.5938	,		-0.003355
11:08:01.6139	,		-0.003355
11:08:01.6334	,		-0.003292
11:08:01.6663	,		-0.003273
11:08:01.6874	,		-0.003330
11:08:01.7372	,		-0.003279
11:08:01.7395	,		-0.003343
11:08:01.7395	,		-0.003292
11:08:01.7541	,		-0.003317
11:08:01.7890	,		-0.003343
11:08:01.7940	,		-0.003349
11:08:01.8385	,		-0.003298
11:08:01.8409	,		-0.003311
11:08:01.8530	,		-0.003266
11:08:01.8744	,		-0.003311
11:08:01.8936	,		-0.003317
11:08:01.9138	,		-0.003311
11:08:01.9437	,		-0.003279
11:08:01.9537	,		-0.003324
11:08:01.9737	,		-0.003279
11:08:01.9930	,		-0.003355
11:08:02.0138	,		-0.003324
11:08:02.0347	,		-0.003273
11:08:02.0546	,		-0.003324
11:08:02.0746	,		-0.003292
11:08:02.0935	,		-0.003266
11:08:02.1161	,		-0.003292
11:08:02.1331	,		-0.003304
11:08:02.1699	,		-0.003285
11:08:02.1992	,		-0.003266
11:08:02.2358	,		-0.003343
11:08:02.2380	,		-0.003273
11:08:02.2380	,		-0.003311
11:08:02.2538	,		-0.003298
11:08:02.2956	,		-0.003355
11:08:02.3006	,		-0.003304
11:08:02.3547	,		-0.003260
11:08:02.3566	,		-0.003292
11:08:02.3566	,		-0.003298
11:08:02.3746	,		-0.003349
11:08:02.3977	,		-0.003266
11:08:02.4135	,		-0.003266
11:08:02.4335	,		-0.003368
11:08:02.5038	,		-0.003330
11:08:02.5062	,		-0.003298
11:08:02.5067	,		-0.003330
11:08:02.5148	,		-0.003317
11:08:02.5342	,		-0.003292
11:08:02.5546	,		-0.003254
11:08:02.5735	,		-0.003241
11:08:02.6464	,		-0.003330
11:08:02.6487	,		-0.003374
11:08:02.6487	,		-0.003260
11:08:02.6527	,		-0.003317
11:08:02.6746	,		-0.003355
11:08:02.7026	,		-0.003292
11:08:02.7295	,		-0.003355
11:08:02.7624	,		-0.003273
11:08:02.7647	,		-0.003355
11:08:02.7743	,		-0.003330
11:08:02.7932	,		-0.003241
11:08:02.8131	,		-0.003304
11:08:02.8330	,		-0.003324
11:08:02.8540	,		-0.003292
11:08:02.8739	,		-0.003304
11:08:02.9159	,		-0.003298
11:08:02.9418	,		-0.003374
11:08:02.9779	,		-0.003355
11:08:02.9808	,		-0.003273
11:08:02.9808	,		-0.003298
11:08:02.9928	,		-0.003355
11:08:03.0133	,		-0.003298
11:08:03.0342	,		-0.003292
11:08:03.0740	,		-0.003330
11:08:03.0992	,		-0.003266
11:08:03.1380	,		-0.003355
11:08:03.1399	,		-0.003285
11:08:03.1399	,		-0.003279
11:08:03.1538	,		-0.003304
11:08:03.1748	,		-0.003349
11:08:03.1937	,		-0.003330
11:08:03.2273	,		-0.003292
11:08:03.2505	,		-0.003343
11:08:03.2921	,		-0.003324
11:08:03.2941	,		-0.003330
11:08:03.2941	,		-0.003311
11:08:03.3133	,		-0.003374
11:08:03.3338	,		-0.003304
11:08:03.3531	,		-0.003273
11:08:03.3741	,		-0.003298
11:08:03.3931	,		-0.003330
11:08:03.4130	,		-0.003349
11:08:03.4340	,		-0.003317
11:08:03.4535	,		-0.003260
11:08:03.4728	,		-0.003343
11:08:03.4928	,		-0.003324
11:08:03.5257	,		-0.003336
11:08:03.5724	,		-0.003266
11:08:03.6237	,		-0.003304
11:08:03.6689	,		-0.003343
11:08:03.6709	,		-0.003343
11:08:03.6709	,		-0.003311
11:08:03.6709	,		-0.003330
11:08:03.6709	,		-0.003260
11:08:03.6729	,		-0.003374
11:08:03.6935	,		-0.003273
11:08:03.7139	,		-0.003317
11:08:03.7331	,		-0.003311
11:08:03.7530	,		-0.003292
11:08:03.7853	,		-0.003298
11:08:03.8099	,		-0.003285
11:08:03.8437	,		-0.003254
11:08:03.8459	,		-0.003292
11:08:03.8538	,		-0.003292
11:08:03.8737	,		-0.003349
11:08:03.9006	,		-0.003260
11:08:03.9136	,		-0.003304
11:08:03.9329	,		-0.003311
11:08:03.9791	,		-0.003285
11:08:03.9811	,		-0.003285
11:08:03.9927	,		-0.003260
11:08:04.0141	,		-0.003362
11:08:04.0340	,		-0.003317
11:08:04.0682	,		-0.003298
11:08:04.0901	,		-0.003311
11:08:04.0939	,		-0.003317
11:08:04.1128	,		-0.003355
11:08:04.1335	,		-0.003311
11:08:04.1534	,		-0.003330
11:08:04.1734	,		-0.003279
11:08:04.2023	,		-0.003343
11:08:04.2217	,		-0.003362
11:08:04.2337	,		-0.003336
11:08:04.2546	,		-0.003266
11:08:04.2736	,		-0.003349
11:08:04.2936	,		-0.003298
11:08:04.3139	,		-0.003304
11:08:04.3347	,		-0.003330
11:08:04.3587	,		-0.003273
11:08:04.3798	,		-0.003311
11:08:04.4178	,		-0.003317
11:08:04.4200	,		-0.003317
11:08:04.4337	,		-0.003285
11:08:04.4577	,		-0.003298
11:08:04.4736	,		-0.003285
11:08:04.4935	,		-0.003304
11:08:04.5225	,		-0.003317
11:08:04.5414	,		-0.003279
11:08:04.5534	,		-0.003298
11:08:04.5813	,		-0.003324
11:08:04.5932	,		-0.003279
11:08:04.6162	,		-0.003317
11:08:04.6338	,		-0.003330
11:08:04.7066	,		-0.003279
11:08:04.7090	,		-0.003343
11:08:04.7095	,		-0.003304
11:08:04.7135	,		-0.003317
11:08:04.7336	,		-0.003298
11:08:04.7615	,		-0.003311
11:08:04.8076	,		-0.003355
11:08:04.8965	,		-0.003317
11:08:04.9982	,		-0.003304
11:08:05.0022	,		-0.003317
11:08:05.0032	,		-0.003292
11:08:05.0032	,		-0.003279
11:08:05.0032	,		-0.003279
11:08:05.0052	,		-0.003343
11:08:05.0052	,		-0.003292
11:08:05.0052	,		-0.003330
11:08:05.0052	,		-0.003330
11:08:05.0062	,		-0.003298
11:08:05.0138	,		-0.003343
11:08:05.0343	,		-0.003279
11:08:05.0532	,		-0.003273
11:08:05.0731	,		-0.003285
11:08:05.0931	,		-0.003311
11:08:05.1250	,		-0.003273
11:08:05.1489	,		-0.003330
11:08:05.1858	,		-0.003311
11:08:05.1870	,		-0.003311
11:08:05.1942	,		-0.003317
11:08:05.2139	,		-0.003285
11:08:05.2339	,		-0.003285
11:08:05.3149	,		-0.003317
11:08:05.3165	,		-0.003311
11:08:05.3172	,		-0.003324
11:08:05.3173	,		-0.003285
11:08:05.3336	,		-0.003292
11:08:05.3706	,		-0.003298
11:08:05.4205	,		-0.003317
11:08:05.4553	,		-0.003317
11:08:05.4573	,		-0.003304
11:08:05.4595	,		-0.003311
11:08:05.4598	,		-0.003273
11:08:05.4733	,		-0.003298
11:08:05.4933	,		-0.003324
11:08:05.5132	,		-0.003285
11:08:05.5328	,		-0.003298
11:08:05.5538	,		-0.003324
11:08:05.5948	,		-0.003279
11:08:05.6197	,		-0.003317
11:08:05.6616	,		-0.003324
11:08:05.6636	,		-0.003311
