Time	,	Pressure (bar)	,
14:45:58.8302	,		-0.000102
14:45:59.3310	,		-0.000153
14:45:59.8307	,		-0.000128
14:46:00.3302	,		-0.000102
14:46:00.8300	,		-0.000102
14:46:01.3299	,		-0.000077
14:46:01.8302	,		-0.000077
14:46:02.3300	,		-0.000102
14:46:02.8317	,		-0.000102
14:46:03.3310	,		-0.000077
